date,inflation,unem,gdp,snp,prez_gop,gov_gop,sen_gop,rep_gop,prez_dem,gov_dem,sen_dem,rep_dem
1948-01-01,-10.2421,-3.4,NA,NA,0,22,53,253,1,24,48,198
1948-02-01,-9.482,-3.8,9.5023,NA,0,22,53,253,1,24,48,198
1948-03-01,-6.8182,-4,NA,NA,0,22,53,253,1,24,48,198
1948-04-01,-8.2727,-3.9,NA,NA,0,22,53,253,1,24,48,198
1948-05-01,-9.385,-3.5,10.7998,NA,0,22,53,253,1,24,48,198
1948-06-01,-9.375,-3.6,NA,NA,0,22,53,253,1,24,48,198
1948-07-01,-9.7616,-3.6,NA,NA,0,22,53,253,1,24,48,198
1948-08-01,-9.0625,-3.9,11.7553,NA,0,22,53,253,1,24,48,198
1948-09-01,-6.655,-3.8,NA,NA,0,22,53,253,1,24,48,198
1948-10-01,-6.1109,-3.7,NA,NA,0,22,53,253,1,24,48,198
1948-11-01,-4.7702,-3.8,7.8371,NA,0,22,53,253,1,24,48,198
1948-12-01,-2.7339,-4,NA,NA,0,22,53,253,1,24,48,198
1949-01-01,-1.3936,-4.3,NA,NA,0,18,45,177,1,29,58,269
1949-02-01,-1.0139,-4.7,3.456,NA,0,18,45,177,1,29,58,269
1949-03-01,-1.7447,-5,NA,NA,0,18,45,177,1,29,58,269
1949-04-01,-0.4198,-5.3,NA,NA,0,18,45,177,1,29,58,269
1949-05-01,0.4165,-6.1,-0.4397,NA,0,18,45,177,1,29,58,269
1949-06-01,0.9524,-6.2,NA,NA,0,18,45,177,1,29,58,269
1949-07-01,2.8689,-6.7,NA,NA,0,18,45,177,1,30,58,269
1949-08-01,2.9881,-6.8,-2.2182,NA,0,18,45,177,1,30,58,269
1949-09-01,2.5041,-6.6,NA,NA,0,18,45,177,1,30,58,269
1949-10-01,2.6327,-7.9,NA,NA,0,18,45,177,1,30,58,269
1949-11-01,1.904,-6.4,-3.4556,NA,0,18,45,177,1,30,58,269
1949-12-01,1.8295,-6.6,NA,NA,0,18,45,177,1,30,58,269
1950-01-01,2.0825,-6.5,NA,NA,0,18,44,177,1,29,57,269
1950-02-01,1.2547,-6.4,2.106,0.9971,0,18,44,177,1,29,57,269
1950-03-01,1.1292,-6.3,NA,0.4065,0,18,44,177,1,29,57,269
1950-04-01,1.1288,-5.8,NA,3.8751,0,18,44,177,1,29,57,269
1950-05-01,0.5855,-5.5,6.993,4.5657,0,18,44,177,1,29,57,269
1950-06-01,0.1672,-5.4,NA,-5.804,0,18,44,177,1,29,57,269
1950-07-01,-1.5612,-5,NA,0.8479,0,18,44,177,1,29,57,269
1950-08-01,-2.1097,-4.5,12.8796,3.2511,0,18,44,177,1,29,57,269
1950-09-01,-2.4842,-4.4,NA,5.5918,0,18,44,177,1,29,57,269
1950-10-01,-3.5065,-4.2,NA,0.4113,0,18,44,177,1,29,57,269
1950-11-01,-3.7975,-4.2,18.1919,-0.1024,0,18,44,177,1,29,57,269
1950-12-01,-5.8026,-4.3,NA,4.7155,0,18,44,177,1,29,57,269
1951-01-01,-7.9541,-3.7,NA,6.0206,0,24,47,207,1,22,51,242
1951-02-01,-9.4028,-3.4,19.6302,0.6463,0,24,47,207,1,22,51,242
1951-03-01,-9.4755,-3.4,NA,-1.4679,0,24,47,207,1,22,51,242
1951-04-01,-9.5983,-3.1,NA,4.4227,0,24,47,207,1,22,51,242
1951-05-01,-9.3395,-3,18.507,-4.0571,0,24,47,207,1,22,51,242
1951-06-01,-8.5846,-3.2,NA,-2.6022,0,24,47,207,1,22,51,242
1951-07-01,-7.6444,-3.1,NA,6.8702,0,24,47,207,1,22,51,242
1951-08-01,-6.8595,-3.1,14.0357,3.9286,0,24,47,207,1,22,51,242
1951-09-01,-6.9433,-3.3,NA,-0.0859,0,24,47,207,1,22,51,242
1951-10-01,-6.7755,-3.5,NA,-1.3757,0,25,47,207,1,22,51,242
1951-11-01,-6.9919,-3.5,11.3331,-0.2616,0,25,47,207,1,22,51,242
1951-12-01,-5.9648,-3.1,NA,3.8899,0,25,47,207,1,22,51,242
1952-01-01,-4.2159,-3.2,NA,1.5566,0,24,50,207,1,22,50,242
1952-02-01,-2.2455,-3.1,7.0749,-3.6454,0,24,50,207,1,22,50,242
1952-03-01,-1.9706,-2.9,NA,4.7721,0,24,50,207,1,22,50,242
1952-04-01,-2.0833,-2.9,NA,-4.3086,0,24,50,207,1,22,50,242
1952-05-01,-1.8469,-3,4.9057,2.3156,0,24,50,207,1,22,50,242
1952-06-01,-2.3139,-3,NA,4.6102,0,24,50,207,1,22,50,242
1952-07-01,-2.9718,-3.2,NA,1.7628,0,24,50,207,1,22,50,242
1952-08-01,-3.2096,-3.4,4.6333,-1.4567,0,24,50,207,1,22,50,242
1952-09-01,-2.305,-3.1,NA,-1.9577,0,24,50,207,1,22,50,242
1952-10-01,-2.026,-3,NA,-0.0815,0,24,50,207,1,22,50,242
1952-11-01,-1.4058,-2.8,6.8985,4.6493,0,24,50,207,1,22,50,242
1952-12-01,-0.9067,-2.7,NA,3.5464,0,24,50,207,1,22,50,242
1953-01-01,-0.7183,-2.9,NA,-0.7151,1,29,50,222,0,17,49,220
1953-02-01,-0.6816,-2.6,7.8567,-1.8196,1,29,50,222,0,17,49,220
1953-03-01,-0.9094,-2.6,NA,-2.3552,1,29,50,222,0,17,49,220
1953-04-01,-0.8692,-2.7,NA,-2.6493,1,29,50,222,0,17,49,220
1953-05-01,-0.8689,-2.5,8.5501,-0.3249,1,29,50,222,0,17,49,220
1953-06-01,-0.9046,-2.5,NA,-1.63,1,29,50,222,0,17,49,220
1953-07-01,-0.4123,-2.6,NA,2.5269,1,29,50,222,0,17,49,220
1953-08-01,-0.5995,-2.7,6.4113,-5.7778,1,29,50,222,0,17,49,220
1953-09-01,-0.9763,-2.9,NA,0.1286,1,29,50,222,0,17,49,220
1953-10-01,-0.9741,-3.1,NA,5.0964,1,30,50,222,0,18,49,220
1953-11-01,-0.5995,-3.5,1.3903,0.8965,1,30,50,222,0,18,49,220
1953-12-01,-0.599,-4.5,NA,0.2019,1,30,50,222,0,18,49,220
1954-01-01,-1.1261,-4.9,NA,5.1189,1,29,55,222,0,18,53,220
1954-02-01,-1.5043,-5.2,-0.6692,0.2684,1,29,55,222,0,18,53,220
1954-03-01,-1.1265,-5.7,NA,3.021,1,29,55,222,0,18,53,220
1954-04-01,-0.6369,-5.9,NA,4.8998,1,29,55,222,0,18,53,220
1954-05-01,-0.8614,-5.9,-1.4275,3.2909,1,29,55,222,0,18,53,220
1954-06-01,-0.635,-5.6,NA,0.0685,1,29,55,222,0,18,53,220
1954-07-01,-0.2613,-5.8,NA,5.7172,1,29,55,222,0,18,53,220
1954-08-01,0,-6,-0.0255,-3.4003,1,29,55,222,0,18,53,220
1954-09-01,0.2975,-6.1,NA,8.3138,1,29,55,222,0,18,53,220
1954-10-01,0.8534,-5.7,NA,-1.9499,1,29,55,222,0,18,53,220
1954-11-01,0.2607,-5.3,3.5705,8.0808,1,29,55,222,0,19,53,220
1954-12-01,0.3722,-5,NA,5.0818,1,29,55,222,0,19,53,220
1955-01-01,0.631,-4.9,NA,1.8066,1,21,47,204,0,26,48,237
1955-02-01,0.6299,-4.7,7.2298,0.3549,1,21,47,204,0,26,48,237
1955-03-01,0.5199,-4.6,NA,-0.4897,1,21,47,204,0,26,48,237
1955-04-01,0.2606,-4.7,NA,3.7725,1,21,47,204,0,26,48,237
1955-05-01,0.5941,-4.3,9.1802,-0.1317,1,21,47,204,0,26,48,237
1955-06-01,0.8537,-4.2,NA,8.23,1,21,47,204,0,26,48,237
1955-07-01,0.3723,-4,NA,6.0687,1,21,47,204,0,26,48,237
1955-08-01,0.4842,-4.2,10.0358,-0.7813,1,21,47,204,0,26,48,237
1955-09-01,-0.1492,-4.1,NA,1.1348,1,21,47,204,0,26,48,237
1955-10-01,-0.3743,-4.3,NA,-3.0456,1,21,47,204,0,26,48,237
1955-11-01,-0.3734,-4.2,9.368,7.487,1,21,47,204,0,26,48,237
1955-12-01,-0.3736,-4.2,NA,-0.0659,1,21,47,204,0,26,48,237
1956-01-01,-0.2241,-4,NA,-3.65,1,21,49,204,0,26,51,237
1956-02-01,-0.1491,-3.9,6.4524,3.4687,1,21,49,204,0,26,51,237
1956-03-01,-0.3733,-4.2,NA,6.9255,1,21,49,204,0,26,51,237
1956-04-01,-0.5226,-4,NA,-0.2063,1,21,49,204,0,26,50,237
1956-05-01,-0.9712,-4.3,5.8266,-6.573,1,21,49,204,0,26,50,237
1956-06-01,-1.6473,-4.3,NA,3.9159,1,21,49,204,0,26,50,237
1956-07-01,-1.9806,-4.4,NA,5.1522,1,21,49,204,0,26,50,237
1956-08-01,-2.2081,-4.1,4.8967,-3.8064,1,21,49,204,0,26,50,237
1956-09-01,-1.8622,-3.9,NA,-4.5464,1,21,49,204,0,26,50,237
1956-10-01,-2.5727,-3.9,NA,0.5072,1,21,49,204,0,26,50,237
1956-11-01,-2.3438,-4.3,5.3678,-1.097,1,21,49,204,0,26,51,237
1956-12-01,-2.8284,-4.2,NA,3.5271,1,21,49,204,0,26,51,237
1957-01-01,-3.1308,-4.2,NA,-4.1783,1,19,47,203,0,28,52,242
1957-02-01,-3.4996,-3.9,6.8331,-3.2648,1,19,47,203,0,28,52,242
1957-03-01,-3.6073,-3.7,NA,1.9649,1,19,47,203,0,28,52,242
1957-04-01,-3.7133,-3.9,NA,3.6953,1,19,47,203,0,28,52,242
1957-05-01,-3.5886,-4.1,5.8192,3.6948,1,19,47,203,0,28,52,242
1957-06-01,-3.5359,-4.3,NA,-0.1265,1,19,47,203,0,28,52,242
1957-07-01,-3.2979,-4.2,NA,1.14,1,19,47,203,0,28,52,242
1957-08-01,-3.5518,-4.1,6.2611,-5.6147,1,19,47,203,0,28,52,242
1957-09-01,-3.5466,-4.4,NA,-6.192,1,20,47,203,0,28,52,242
1957-10-01,-2.9444,-4.5,NA,-3.206,1,20,47,203,0,28,52,242
1957-11-01,-3.2715,-5.1,3.1216,1.6074,1,20,47,203,0,28,52,242
1957-12-01,-3.0402,-5.2,NA,-4.1467,1,20,47,203,0,28,52,242
1958-01-01,-3.5056,-5.8,NA,4.2761,1,20,47,203,0,28,52,242
1958-02-01,-3.2374,-6.4,-0.4675,-2.0624,1,20,47,203,0,28,52,242
1958-03-01,-3.6253,-6.7,NA,3.0852,1,20,47,203,0,28,52,242
1958-04-01,-3.6162,-7.4,NA,3.1829,1,20,47,203,0,28,52,242
1958-05-01,-3.3571,-7.4,0,1.4963,1,20,47,203,0,28,52,242
1958-06-01,-2.846,-7.3,NA,2.6083,1,20,47,203,0,28,52,242
1958-07-01,-2.4832,-7.5,NA,4.3103,1,20,47,203,0,28,52,242
1958-08-01,-2.3338,-7.4,1.3325,1.1867,1,20,47,203,0,28,52,242
1958-09-01,-2.0833,-7.1,NA,4.8377,1,20,47,203,0,28,52,242
1958-10-01,-2.0833,-6.7,NA,2.537,1,20,47,203,0,28,52,242
1958-11-01,-1.9007,-6.2,5.1924,2.2404,1,20,47,203,0,28,52,242
1958-12-01,-1.7562,-6.2,NA,5.202,1,20,47,203,0,28,52,242
1959-01-01,-1.2919,-6,NA,0.4347,1,15,35,159,0,35,65,289
1959-02-01,-1.0453,-5.9,9.1161,-0.0721,1,15,35,159,0,35,65,289
1959-03-01,-0.3464,-5.6,NA,0.0541,1,15,35,159,0,35,65,289
1959-04-01,-0.1382,-5.2,NA,3.8781,1,15,35,159,0,35,65,289
1959-05-01,-0.3455,-5.1,10.8714,1.8927,1,15,35,159,0,35,65,289
1959-06-01,-0.6918,-5,NA,-0.3579,1,15,35,159,0,35,65,289
1959-07-01,-0.9,-5.1,NA,3.489,1,15,35,159,0,35,65,289
1959-08-01,-0.8293,-5.2,7.9104,-1.5039,1,15,35,159,0,35,65,289
1959-09-01,-1.1761,-5.5,NA,-4.5638,1,15,35,159,0,35,65,289
1959-10-01,-1.522,-5.7,NA,1.1252,1,15,35,159,0,35,65,289
1959-11-01,-1.3817,-5.8,5.7754,1.3213,1,15,35,159,0,35,65,289
1959-12-01,-1.5188,-5.3,NA,2.7625,1,15,35,159,0,35,65,289
1960-01-01,-1.241,-5.2,NA,-7.1464,1,16,35,159,0,34,70,289
1960-02-01,-1.4138,-4.8,6.3001,0.9171,1,16,35,159,0,34,70,289
1960-03-01,-1.5188,-5.4,NA,-1.3899,1,16,35,159,0,34,70,289
1960-04-01,-1.9324,-5.2,NA,-1.7528,1,16,35,159,0,34,70,289
1960-05-01,-1.8251,-5.1,3.5292,2.6853,1,16,35,159,0,34,70,289
1960-06-01,-1.7176,-5.4,NA,1.9523,1,16,35,159,0,34,70,289
1960-07-01,-1.3722,-5.5,NA,-2.4772,1,16,35,159,0,34,70,289
1960-08-01,-1.4736,-5.6,3.9604,2.6121,1,16,35,159,0,34,70,289
1960-09-01,-1.2308,-5.5,NA,-6.0393,1,17,35,159,0,34,70,289
1960-10-01,-1.3629,-6.1,NA,-0.2429,1,17,35,159,0,34,70,289
1960-11-01,-1.4651,-6.1,2.2294,4.027,1,17,35,159,0,34,70,289
1960-12-01,-1.3601,-6.6,NA,4.6273,1,17,35,159,0,34,70,289
1961-01-01,-1.6003,-6.6,NA,6.3156,0,16,37,176,1,34,64,273
1961-02-01,-1.4621,-6.9,0.4786,2.687,0,16,37,176,1,34,64,273
1961-03-01,-1.4621,-6.9,NA,2.5536,0,16,37,176,1,34,64,273
1961-04-01,-0.914,-7,NA,0.3843,0,16,37,176,1,34,64,273
1961-05-01,-0.9131,-7.1,2.7087,1.9139,0,16,37,176,1,34,64,273
1961-06-01,-0.7768,-6.9,NA,-2.8846,0,16,37,176,1,34,64,273
1961-07-01,-1.2521,-7,NA,3.2797,0,16,37,176,1,34,64,273
1961-08-01,-1.1145,-6.6,4.0659,1.9622,0,16,37,176,1,34,64,273
1961-09-01,-1.2496,-6.7,NA,-1.9686,0,16,37,176,1,34,64,273
1961-10-01,-0.7731,-6.5,NA,2.8323,0,16,37,176,1,34,64,273
1961-11-01,-0.6716,-6.1,7.4848,3.9347,0,16,37,176,1,34,64,273
1961-12-01,-0.6709,-6,NA,0.3225,0,16,37,176,1,34,64,273
1962-01-01,-0.6702,-5.8,NA,-3.7876,0,16,42,176,1,34,65,273
1962-02-01,-0.9048,-5.5,9.031,1.627,0,16,42,176,1,34,65,273
1962-03-01,-1.1059,-5.6,NA,-0.586,0,16,42,176,1,34,65,273
1962-04-01,-1.3418,-5.6,NA,-6.197,0,16,42,176,1,34,65,273
1962-05-01,-1.3405,-5.5,8.1091,-8.599,0,16,42,176,1,34,65,273
1962-06-01,-1.2399,-5.5,NA,-8.1838,0,16,42,176,1,34,65,273
1962-07-01,-1.0027,-5.4,NA,6.3562,0,16,42,176,1,34,65,273
1962-08-01,-1.1356,-5.7,7.2862,1.5284,0,16,42,176,1,34,65,273
1962-09-01,-1.4676,-5.6,NA,-4.8207,0,16,42,176,1,34,65,273
1962-10-01,-1.3342,-5.4,NA,0.4443,0,16,42,176,1,34,65,273
1962-11-01,-1.3342,-5.7,5.4161,10.1557,0,16,42,176,1,34,65,273
1962-12-01,-1.2329,-5.5,NA,1.3492,0,16,42,176,1,34,65,273
1963-01-01,-1.3316,-5.7,NA,4.9128,0,17,34,182,1,33,68,262
1963-02-01,-1.2288,-5.9,4.6203,-2.8852,0,17,34,182,1,33,68,262
1963-03-01,-1.1269,-5.7,NA,3.5464,0,16,34,182,1,34,68,262
1963-04-01,-0.8937,-5.7,NA,4.852,0,16,34,182,1,34,68,262
1963-05-01,-0.8929,-5.9,4.8457,1.4327,0,16,34,182,1,34,68,262
1963-06-01,-1.3241,-5.6,NA,-2.0198,0,16,34,182,1,34,68,262
1963-07-01,-1.5553,-5.6,NA,-0.346,0,16,34,182,1,34,68,262
1963-08-01,-1.5522,-5.4,5.8071,4.8749,0,16,34,182,1,34,68,262
1963-09-01,-0.9862,-5.5,NA,-1.1035,0,16,34,182,1,34,68,262
1963-10-01,-1.2179,-5.5,NA,3.2218,0,16,34,182,1,34,68,262
1963-11-01,-1.3167,-5.7,6.8015,-1.0539,0,16,34,182,1,34,68,262
1963-12-01,-1.6458,-5.5,NA,2.4443,0,16,34,182,1,34,68,262
1964-01-01,-1.6426,-5.6,NA,2.6926,0,16,34,182,1,34,71,262
1964-02-01,-1.4108,-5.4,7.7726,0.9865,0,16,34,182,1,34,71,262
1964-03-01,-1.4094,-5.4,NA,1.5167,0,16,34,182,1,34,71,262
1964-04-01,-1.542,-5.3,NA,0.6077,0,16,34,182,1,34,71,262
1964-05-01,-1.5405,-5.1,7.7556,1.1452,0,16,34,182,1,34,71,262
1964-06-01,-1.3068,-5.2,NA,1.6424,0,16,34,182,1,34,71,262
1964-07-01,-1.0753,-4.9,NA,1.824,0,16,34,182,1,34,71,262
1964-08-01,-0.9756,-5,7.4108,-1.623,0,16,34,182,1,34,71,262
1964-09-01,-1.1719,-5.1,NA,2.8718,0,16,34,182,1,34,71,262
1964-10-01,-1.2033,-5.1,NA,0.8078,0,16,34,182,1,34,71,262
1964-11-01,-1.397,-4.8,6.6585,-0.5185,0,16,34,182,1,34,71,262
1964-12-01,-1.1982,-5,NA,0.3909,0,16,34,182,1,34,71,262
1965-01-01,-1.0989,-4.9,NA,3.3156,0,17,32,141,1,33,69,301
1965-02-01,-1.197,-5.1,7.1673,-0.1485,0,17,32,141,1,33,69,301
1965-03-01,-1.1959,-4.7,NA,-1.4526,0,17,32,141,1,33,69,301
1965-04-01,-1.3893,-4.8,NA,3.4239,0,17,32,141,1,33,69,301
1965-05-01,-1.6139,-4.6,7.5793,-0.7743,0,17,32,141,1,33,69,301
1965-06-01,-1.9349,-4.6,NA,-4.8631,0,17,32,141,1,33,69,301
1965-07-01,-1.8053,-4.4,NA,1.3433,0,17,32,141,1,33,69,301
1965-08-01,-1.6103,-4.4,8.2852,2.2522,0,17,32,141,1,33,69,301
1965-09-01,-1.7375,-4.3,NA,3.2006,0,17,32,141,1,33,69,301
1965-10-01,-1.7031,-4.2,NA,2.7345,0,17,32,141,1,33,69,301
1965-11-01,-1.7302,-4.1,10.6959,-0.8764,0,17,32,141,1,33,69,301
1965-12-01,-1.92,-4,NA,0.8951,0,17,32,141,1,33,69,301
1966-01-01,-1.9182,-4,NA,0.4869,0,18,33,141,1,33,70,301
1966-02-01,-2.5575,-3.8,10.8593,-1.7872,0,18,33,141,1,33,70,301
1966-03-01,-2.7787,-3.8,NA,-2.1815,0,18,33,141,1,33,70,301
1966-04-01,-2.8681,-3.8,NA,2.0509,0,18,33,141,1,33,70,301
1966-05-01,-2.7637,-3.9,10.213,-5.414,0,18,33,141,1,33,70,301
1966-06-01,-2.4359,-3.8,NA,-1.6138,0,18,33,141,1,33,70,301
1966-07-01,-2.7549,-3.8,NA,-1.3453,0,18,33,141,1,33,70,301
1966-08-01,-3.4865,-3.8,9.4108,-7.7751,0,18,33,141,1,33,70,301
1966-09-01,-3.5737,-3.7,NA,-0.7004,0,18,33,141,1,33,70,301
1966-10-01,-3.7915,-3.7,NA,4.7544,0,18,33,141,1,33,70,301
1966-11-01,-3.5591,-3.6,7.9938,0.3117,0,18,33,141,1,33,70,301
1966-12-01,-3.3595,-3.8,NA,-0.1492,0,18,33,141,1,33,70,301
1967-01-01,-3.1995,-3.9,NA,7.8178,0,25,36,188,1,27,64,251
1967-02-01,-2.8678,-3.8,6.1081,0.1963,0,25,36,188,1,27,64,251
1967-03-01,-2.5482,-3.8,NA,3.941,0,25,36,188,1,27,64,251
1967-04-01,-2.5403,-3.8,NA,4.224,0,25,36,188,1,27,64,251
1967-05-01,-2.3184,-3.8,5.4386,-5.2441,0,25,36,188,1,27,64,251
1967-06-01,-2.8413,-3.9,NA,1.7512,0,25,36,188,1,27,64,251
1967-07-01,-2.9276,-3.8,NA,4.5344,0,25,36,188,1,27,64,251
1967-08-01,-2.6034,-3.8,5.5799,-1.1715,0,25,36,188,1,27,64,251
1967-09-01,-2.5954,-3.8,NA,3.2785,0,25,36,188,1,27,64,251
1967-10-01,-2.5875,-4,NA,-3.526,0,25,36,188,1,27,64,251
1967-11-01,-3.1022,-3.9,5.7851,0.7503,0,25,36,188,1,27,64,251
1967-12-01,-3.2807,-3.8,NA,2.6277,0,25,36,188,1,27,64,251
1968-01-01,-3.6474,-3.7,NA,-4.3848,0,26,39,188,1,26,65,251
1968-02-01,-3.6364,-3.8,7.695,-3.1223,0,26,39,188,1,26,65,251
1968-03-01,-3.9394,-3.7,NA,0.94,0,26,39,188,1,26,65,251
1968-04-01,-3.9275,-3.5,NA,8.0488,0,26,39,188,1,26,65,251
1968-05-01,-4.2296,-3.5,10.0106,1.2518,0,26,39,188,1,26,65,251
1968-06-01,-4.2042,-3.7,NA,0.912,0,26,39,188,1,26,65,251
1968-07-01,-4.491,-3.7,NA,-1.8478,0,26,39,188,1,26,65,251
1968-08-01,-4.4776,-3.5,9.8892,1.1459,0,26,39,188,1,26,65,251
1968-09-01,-4.4643,-3.4,NA,3.8539,0,26,39,188,1,26,65,251
1968-10-01,-4.7478,-3.4,NA,0.7208,0,26,39,188,1,26,65,251
1968-11-01,-4.4248,-3.4,9.8392,4.7964,0,26,39,188,1,26,65,251
1968-12-01,-4.7059,-3.4,NA,-4.1617,0,26,39,188,1,26,65,251
1969-01-01,-4.6921,-3.4,NA,-0.8184,1,31,43,199,0,22,57,250
1969-02-01,-4.6784,-3.4,9.2525,-4.7374,1,31,43,199,0,22,57,250
1969-03-01,-5.2478,-3.4,NA,3.4444,1,31,43,199,0,22,57,250
1969-04-01,-5.5233,-3.4,NA,2.1476,1,31,43,199,0,22,57,250
1969-05-01,-5.5072,-3.4,8.0209,-0.2218,1,31,43,199,0,22,57,250
1969-06-01,-5.4755,-3.5,NA,-5.5577,1,31,43,199,0,22,57,250
1969-07-01,-5.4441,-3.5,NA,-6.0178,1,31,43,199,0,22,57,250
1969-08-01,-5.4286,-3.5,8.3692,4.0074,1,31,43,199,0,22,57,250
1969-09-01,-5.698,-3.7,NA,-2.5024,1,31,43,199,0,22,57,250
1969-10-01,-5.6657,-3.7,NA,4.2955,1,31,43,199,0,22,57,250
1969-11-01,-5.9322,-3.5,7.2776,-3.4082,1,31,43,199,0,22,57,250
1969-12-01,-5.8989,-3.5,NA,-1.8655,1,31,43,199,0,22,57,250
1970-01-01,-6.1625,-3.9,NA,-7.6472,1,32,43,199,0,20,58,250
1970-02-01,-6.4246,-4.2,5.8369,5.2694,1,32,43,199,0,20,58,250
1970-03-01,-6.0942,-4.4,NA,0.1452,1,32,43,199,0,20,58,250
1970-04-01,-6.0606,-4.6,NA,-9.0483,1,32,43,199,0,20,58,250
1970-05-01,-6.044,-4.8,5.8038,-6.0967,1,32,43,199,0,20,58,250
1970-06-01,-6.0109,-4.9,NA,-5.0033,1,32,43,199,0,20,58,250
1970-07-01,-5.7065,-5,NA,7.3295,1,32,43,199,0,20,58,250
1970-08-01,-5.6911,-5.1,5.4748,4.4459,1,32,43,199,0,20,58,250
1970-09-01,-5.6604,-5.4,NA,3.4102,1,32,43,199,0,20,58,250
1970-10-01,-5.63,-5.5,NA,-1.2456,1,32,43,199,0,20,58,250
1970-11-01,-5.6,-5.9,4.8813,4.7447,1,32,43,199,0,20,58,250
1970-12-01,-5.5703,-6.1,NA,5.6766,1,32,43,199,0,20,58,250
1971-01-01,-5.277,-5.9,NA,4.0477,1,21,44,185,0,30,55,259
1971-02-01,-4.7244,-5.9,8.0019,0.9074,1,21,44,185,0,30,55,259
1971-03-01,-4.4386,-6,NA,3.6796,1,21,44,185,0,30,55,259
1971-04-01,-4.1558,-5.9,NA,3.6287,1,21,44,185,0,30,55,259
1971-05-01,-4.4041,-5.9,8.345,-4.1558,1,21,44,185,0,30,55,259
1971-06-01,-4.3814,-5.9,NA,-0.9335,1,21,44,185,0,30,55,259
1971-07-01,-4.3702,-6,NA,-3.1611,1,21,44,185,0,30,55,259
1971-08-01,-4.359,-6.1,8.4336,3.6095,1,21,44,185,0,30,55,259
1971-09-01,-4.0816,-6,NA,-0.6968,1,21,44,185,0,30,55,259
1971-10-01,-3.8071,-5.8,NA,-4.1794,1,21,44,185,0,30,55,259
1971-11-01,-3.5354,-6,9.3541,-0.2547,1,21,44,185,0,30,55,259
1971-12-01,-3.2663,-6,NA,8.6179,1,21,44,185,0,30,55,259
1972-01-01,-3.2581,-5.8,NA,1.8121,1,20,44,185,0,31,57,259
1972-02-01,-3.7594,-5.7,8.4373,2.5303,1,20,44,185,0,31,57,259
1972-03-01,-3.5,-5.8,NA,0.5912,1,20,44,185,0,31,57,259
1972-04-01,-3.4913,-5.7,NA,0.4384,1,20,44,185,0,31,57,259
1972-05-01,-3.2258,-5.7,9.548,1.7275,1,20,44,185,0,31,57,259
1972-06-01,-2.963,-5.7,NA,-2.1821,1,20,44,185,0,31,57,259
1972-07-01,-2.9557,-5.6,NA,0.2333,1,20,44,185,0,31,57,259
1972-08-01,-2.9484,-5.6,9.6162,3.4454,1,20,44,185,0,31,57,259
1972-09-01,-3.1863,-5.5,NA,-0.4861,1,20,44,185,0,31,57,259
1972-10-01,-3.1785,-5.6,NA,0.9317,1,20,44,185,0,31,57,259
1972-11-01,-3.4146,-5.3,11.5952,4.5617,1,20,44,185,0,31,57,259
1972-12-01,-3.4063,-5.2,NA,1.1828,1,20,44,185,0,31,57,259
1973-01-01,-3.6408,-4.9,NA,-1.7111,1,19,42,195,0,32,56,249
1973-02-01,-3.8647,-5,11.9063,-3.749,1,19,42,195,0,32,56,249
1973-03-01,-4.8309,-4.9,NA,-0.1433,1,19,42,195,0,32,56,249
1973-04-01,-5.3012,-5,NA,-4.08,1,19,42,195,0,32,56,249
1973-05-01,-5.5288,-4.9,11.6133,-1.8884,1,19,42,195,0,32,56,249
1973-06-01,-5.9952,-4.9,NA,-0.6575,1,19,42,195,0,32,56,249
1973-07-01,-5.7416,-4.8,NA,3.7982,1,19,42,195,0,32,56,249
1973-08-01,-7.3986,-4.8,11.0527,-3.6685,1,20,42,195,0,32,56,249
1973-09-01,-7.3634,-4.8,NA,4.0096,1,20,42,195,0,32,56,249
1973-10-01,-8.0569,-4.6,NA,-0.1291,1,20,42,195,0,32,56,249
1973-11-01,-8.2547,-4.8,11.0435,-11.3861,1,20,42,195,0,32,56,249
1973-12-01,-8.9412,-4.9,NA,1.6569,1,20,42,195,0,32,56,249
1974-01-01,-9.6019,-5.1,NA,-1.0046,1,18,45,195,0,34,59,249
1974-02-01,-10,-5.2,8.2567,-0.3624,1,18,45,195,0,34,59,249
1974-03-01,-10.1382,-5.1,NA,-2.328,1,18,45,195,0,34,59,249
1974-04-01,-10.0686,-5.1,NA,-3.9051,1,18,45,195,0,34,59,249
1974-05-01,-10.7062,-5.1,8.2252,-3.3551,1,18,45,195,0,34,59,249
1974-06-01,-10.8597,-5.4,NA,-1.4665,1,18,45,195,0,34,59,249
1974-07-01,-11.5385,-5.5,NA,-7.7791,1,18,45,195,0,34,59,249
1974-08-01,-10.8889,-5.5,8.8112,-9.0279,1,18,45,195,0,34,59,249
1974-09-01,-11.9469,-5.9,NA,-11.9335,1,18,45,195,0,34,59,249
1974-10-01,-11.8421,-6,NA,16.3047,1,18,45,195,0,34,59,249
1974-11-01,-12.2004,-6.6,8.3767,-5.318,1,18,45,195,0,34,59,249
1974-12-01,-12.095,-7.2,NA,-2.0152,1,18,45,195,0,34,59,249
1975-01-01,-11.7521,-8.1,NA,12.2812,1,13,38,148,0,37,61,295
1975-02-01,-11.2051,-8.1,8.3562,5.9886,1,13,38,148,0,37,61,295
1975-03-01,-10.4603,-8.6,NA,2.1694,1,13,38,148,0,37,61,295
1975-04-01,-10.1871,-8.8,NA,4.7265,1,13,38,148,0,37,61,295
